case_id,case_name,Facts,Issues,Analysis of the Law,,Petitioner's Arguments,Respondent's Arguments,Court's Reasoning,,Conclusion
,,,,"In conclusion, the Apex Court held thus :-

""58. It would have been unlawful for NAFED to affect the supply in view of the Government's refusal to accord the permission, and both the parties knew it very well and agreed that the contract would be cancelled in such an exigency for no-supply in quantity. Thus, they were bound by the agreement. The award pre- supposes supply could have been made after the Government's refusal. If supply had been made, it would have been unlawful. Thus, the parties agreed for its cancellation as such an award is against the basic law and public policy as applied in India.
59. It is also apparent that the Government rightly objected to the supply being made at the rate of the previous season in the next season, particularly when the prices escalated thrice. The addendum was entered into subsequently, unfairly, and the parties fully understood that the Government would not permit export at the rate on which supply was proposed, and NAFED was acting only as a canalising agent of the Government of India. Thus, for such an unfair contract, permission was rightly declined by the Government. In the previous year, the commodity could not be supplied due to force majeure. In no event, supply could have been made in December 1980 and January 1981 sans permission from the Government of India.""
108. Answering the question as to whether award can be contrary to the public policy, with reference to Section 23 of the Contract Act, which prescribed as to what consideration 113/168 CARBP-414-18.odt and objects are lawful and what are not, it was noted that the consideration or object of an agreement is unlawful, if the Court regard it as immoral or against the public policy and it would be void. On an exact exhaustive reproduction of the observations in Renusagar Power Co. Ltd. (supra), Ssangyong Engg. & Construction Co. Ltd. (supra) as well as Western GECO (supra), in the wake of clause 14 of the agreement and as per the law applicable in India, it was concluded that no export could have taken place without the permission of the Government and the appellant-NAFED was unable to supply in absence of these permissions. This was held to be a matter pertaining to fundamental policy of India and the conclusion of the Apex Court was worded explicitly as below :-

""69. It is apparent from abovementioned decisions as to enforceability of foreign awards, Clause 14 of FOSFA Agreement and as per the law applicable in India, no export could have taken place without the permission of the Government, and NAFED was unable to supply, as it did not have any permission in the season 1980-1981 to effect the supply, it required the permission of the Government. The matter is such which pertains to the fundamental policy of India and parties were aware of it, and contracted that in such an exigency as provided in clause 14, the Agreement shall be cancelled for the supply which could not be made. It became void under Section 32 of the Contract Act on happening of contingency. Thus, it was not open because of the clear terms of the Arbitration Agreement to saddle the liability upon NAFED to pay damages as the contract became void. There was no permission to export commodity of the previous year in the next season, and then the Government declined permission to NAFED to supply. Thus, it would be against the fundamental public policy of India to enforce such an award, any supply made then would contravene the public policy of India relating to export for which permission of the Government of India was necessary.
70. In our considered opinion, the award could not be said to be enforceable, given the provisions contained in Section 7(1)(b)(ii) of the Foreign Awards Act. As per the test laid down in Renusagar, its enforcement would be against the fundamental policy of Indian Law and the basic concept of justice. Thus, we hold that award is unenforceable, and the High Court erred in law in holding otherwise in a perfunctory manner.""
114/168 CARBP-414-18.odt In the result, the appeal filed by NAFED was allowed and the award was held to be unenforceable.",,,,,,
,,,,"Once again, on 15/12/2000, E-City expressed its urgency seeking its approval for acquiring on credit, the System 1 and take delivery of the system in Canada/U.S.A. and to pay the consideration in installment, so that it can execute necessary agreement with IMAX..

Here, E-City was struck as until it received permission from RBI, the proposed transaction would not have been a lawful contract within the meaning of Section 10 read with Section 23 of the Contract Act, 1872 and this resulted in IMAX issuing notice of termination of exclusivity to E-City by asserting that they were at liberty to pursue sale and/or lease of IMAX systems and opening of IMAX theaters around India. On 17/05/2004, IMAX issued a notice of default, in pursuance of the Master Agreement by citing time as its essence. Clarifying that if E-City fails to make arrangements acceptable to IMAX within 20 days, it threatened to enforce its right pursuant to the Master Agreement, including commencement of arbitration proceedings.",,,,,,
,,,,"110. Yet another exposition of law on this subject by the Apex Court is in the case of Asha John Divianathan (supra), which has reiterated that a contract is void, if it is prohibited by a statute imposing penalty, even without expressed declaration that the contract is void and this was in reference to Section 31 of the FERA, to be read with other provisions in the Act, contemplating obtaining of previous permission of RBI, which was held to operate in the nature of prohibition. Holding that a transfer/transaction in contravention of requirement of previous permission of RBI under Section 31 of FERA is void, it is held that no ex post facto permission can be granted by RBI under Section 31.

Asha John Divianathan (supra) relied upon Vijay Karia (supra), while it concluded that the requirement of seeking general or special permission of RBI in respect of transaction covered by Section 31 of the FERA is mandatory and in a transaction of sale or gift of the property situated in India by a foreigner in contravention thereof would be unenforceable in law.",,,,,,
,,,,"In the appeal before the Apex Court, the appellant-Asha John urged that the gift deeds are null and void and not binding upon her, as they are unenforceable in light of mandate of Section 31 of the Act of 1973. In support of the submission, reliance was placed upon the decision in the case of Renusagar Power CO. Ltd. (supra ) and Vijay Karia (supra).",,,,,,
,,,,"Focusing upon the avowed object of Section 31, being to minimise the drainage of foreign exchange by way of repatriation of income from immovable property and sale proceeds in case of disposal of property by a person, who is not a citizen of India, its purpose was highlighted being to put restrictions on acquisition, holding and disposal of immovable property in India by foreigners/non-citizens.

In paragraphs 19 and 20, the scope of this Section was clearly summarized in the following words :-

""19. On a bare reading of Section 31(1), it is crystal clear that a person, who is not a citizen of India, is not competent to dispose of by sale or gift, as in this case, any immovable property situated in India without previous general or special permission of RBI. The only exception provided in the proviso is that of acquisition or transfer of immovable property by way of lease for a period not exceeding five years. This provision applies to foreign citizens and foreign and FERA companies only. A non-resident Indian Citizen is not covered thereunder......
20. In other words, a person, who is not a citizen of India, holding immovable property situated in India was obliged to make disclosure and declaration in that behalf of RBI; and in any case, if he/she intended to dispose of such property by sale, mortgage, lease, gift, settlement or otherwise, was expected to obtain previous general or special permission from RBI. Only the, transfer so intended could be given effect to. It is true that the consequences of failure to seek such previous permission have not been explicitly specified in the same provision or elsewhere in the Act, but then the purport of Section 31 must be understood in the context of intent with which it has been enacted, the general policy not to allow foreign investment in landed property/buildings constructed by foreigners or to allow them to enter into real estate business to eschew capital repatriation, including the purport of other provisions of the Act, such as Sections 47, 50 and 63.""",,,,,,
,,,,"111. The soul of the decision lies in its observation in paragraph 26, which read as under :-
""26. It is well established that a contract is void if prohibited by a statute under a penalty, even without express declaration that the contract is void, because such a penalty implies a prohibition. Further, it is settled that prohibition and negative words can rarely be directory. In the present dispensation provided under Section 31 of the 1973 Act read with Sections 47, 50 and 63 of the same Act, although it may be a case of seeking previous permission it is in the nature of prohibition as observed by a three-Judge Bench of this Court in Mannalal Khetan v. Kedar Nath Khetan. In every case where a statute imposes a penalty for doing an act, though, the act not prohibited, yet the thing is unlawful because it is not intended that a statute would impose a penalty for a lawful act. When penalty is imposed by statute for the purpose of preventing something from being done on some ground of public policy, the thing prohibited, if done, will be treated as void, even though the penalty if imposed is not enforceable....""",,,,,,
,,,,"112. From the analysis of Section 31 of the Act and upon conjoint reading of Sections 47, 50 and 63 on facts, it was concluded thus :-

""32. ...we must hold that the requirement of taking ""previous""
permission of RBI before executing the sale deed or gift deed is the quintessence; and failure to do so must render the transfer unenforceable in law. The dispensation under Section 31 mandates ""previous"" or ""prior"" permission of RBI before the transfer takes effect. For, RBI is competent to refuse to grant permission in a given case. The sale or gift could be given effect and taken forward only after such permission is accorded by RBI. There is no possibility of ex post facto permission being granted by RBI u nder Section 31 of the 1973 Act, unlike in the case of Section 29 as noted in LIC. Before grant of such permission, if the sale deed or gift deed is challenged by a person affected by the same directly or indirectly and the court declares it to be invalid, despite the document being registered, no clear title would pass on to the recipient or beneficiary under such deed. The clear title would pass on and the deed can be given effect to only if permission is accorded by RBI under Section 31 of the 1973 Act to such transaction.""",,,,,,
,,,,"113. Taking note of cleavage of opinion that revolve around the effect of Section 13 of FERA and by recording a specific observation that merely because no provision in the Act makes 120/168 CARBP-414-18.odt the transaction void or say that no title in the property passes to the purchaser in case there is contravention of the provision of Section 31 is of no avail, as that does not validate the transaction referred to in Section 31, which is not backed by ""previous"" permission of RBI.

By referring to the distinct opinions expressed by different High Courts, it is held that the decisions, eventually seal the position of law that when the enforcement of the contract is against any provision of law, it will amount to enforcement of an illegal contract, though the contract per say may not be illegal, but its enforcement requires compliance of statutory conditions and its failure would, therefore, amount to statutory violation and this view was found to be acceptable. Holding that the requirement of seeking previous, general or special permission, of RBI is mandatory, the contrary decisions of the High Court were held to have missed the legislative intent and the spirit of enacting Section 31 and until such permission is accorded in law, the transfer cannot be given effect to and for contravening that requirement, the person may be visited with penalty and consequences provided in 1973 Act.
",,,,,,
,,,,"115. I must also take note of the defence adopted by E-City before the ICC, when it filed its submission of defence, when it averred that the terms of agreement contemplated that it was contingent upon E-City receiving RBI's approval.

Coming to the awards, the liability award dated 09/02/2006 passed in favour of IMAX, the submission about RBI' approval is taken note of and even the correspondence made on behalf of the E-City and the authorised dealer (SBI) to the RBI is also produced, but the Tribunal has observed that there was no hint or suggestion in these letters that this was other than the done deed and a further observation in the declaratory award, must be taken note of :-

""The Tribunal finds that the parties did intend to create legal relationship and be bound by 28th September, 2000 agreement. That is supported by the contemporaneous record not least E-City's letter to RBI and the SBI.""
In the statement of defence in the post liability phase also, E- City reiterated that it was obliged under investment to obtain approval from RBI as per Clause 14 of the agreement, but no such transfer came despite request.
",,,,,,
,,,,"118. It being a well settled principle, right from the decision of the Apex Court in Renusagar (supra) that violation of Foreign Exchange Act and disregarding the orders of superior courts in India, would be regarded as being contrary to the fundamental policy of Indian Law, since the mandatory condition of obtaining approval of RBI is not satisfied in the present case, which was necessary and the preceding condition for executing an Agreement for Lease, which definitely is not curable in nature, and if any remittances were made without its approval, it would have impacted the Indian economy and affected the interest of the public at large and, 124/168 CARBP-414-18.odt therefore, it amounts to breach of fundamental policy of Indian Law as violations of FEMA is not curable and as distinguished, the observations of the Apex Court in the case of Asha John has clarified the position.",,,,,,
,,,,"119. Another aspect which Mr. Seksaria representing E-City, being a matter of public policy, in form of 'fair hearing' which is placed into service, also deserve an analysis.",,,,,,
,,,,"121. The principle set out by Latham LJ as a general rule was reproduced which read thus :
127/168 CARBP-414-18.odt ""The general rule in adversarial proceedings, as between the parties, is that one party should not be entitled to impugn the evidence of another party's witness if he has not asked appropriate questions enabling the witness to deal with the criticisms that are being made.""
It was further elaborated by stating that the procedural fairness not only to the parties but to the witness, requires that if their evidence were to be disbelieved, then they must be given a fair opportunity to deal with the allegation.

On taking review of the case law on this point, the rules of natural justice were clearly culled out with reference to Browne Vs. Dunn42 to the following effect :

""70. In conclusion, the status and application of the rule in Browne v Dunn and the other cases which I have discussed can be summarised in the following propositions:
(i) The general rule in civil cases, as stated in Phipson, 20th ed, para 12-12, is that a party is required to challenge by cross-",,,,,,
,,,,"123. Justice PB Mukharji in AEG Carapiet (supra), by relying upon Browne (supra), has concluded thus in Para 9 :-

""9. The law is clear on the subject. Wherever the opponent has declined to avail /himself of the opportunity to put his essential and material case in cross-examination, it must follow that he believed that the testimony given could not be disputed at all. It is wrong to think that this is merely a technical rule of evidence. It is a rule of essential justice. It serves to prevent surprise at trial and miscarriage of justice, because it gives notice to the other side of the actual case that is going to be made when the turn of the party on whose behalf the cross- examination is being made comes to give and lead evidence by producing witnesses. It has been stated on high authority of the House of Lords that this much a counsel is bound to do when cross- examining that he must put to each of his opponent's witnesses in turn, so much of his own case as concerns that particular witness or in which that witness had any share. If he asks no question with regard to this, then he must be taken to accept the plaintiff's account in its entirety. Such failure leads to miscarriage of justice, first by springing surprise upon the party when he has finished the evidence of his witnesses and when he has no further chance to meet the new case made which was never put and secondly, because such subsequent testimony has no chance of being tested and corroborated.""",,,,,,
,,,,"In Para 16 of the Partial Final Award on jurisdiction and quantum the Tribunal took note of the following :-

""16. In the event, Mr. Chudasama was not called to give oral testimony in London, Mr.Cooperman indicating that he did not require to cross-examine him and Mr.Coomaraswamy SC saying that therefore he would not call him. However, in accordance with normal practice, Mr. Chudasama's statement was admitted as his evidence and became part of the record of the arbitration.""",,,,,,
,,,,"125. Further in the very same Award, when the Respondent raised a issue on the role of RBI, by stating that the lack of RBI approval made the conclusion of any Agreement even less feasible and the RBI never came up with any request or suggestion to make this or another structure more feasible, Tribunal observed thus :

""52. But is it open to the Respondent to take this point that the proper exercise of the powers RBI would have precluded the implementation of the contracts as permission would not have been forthcoming? It was to this issue that the evidence of Mr Chudasama was directed. Here again, the Respondent falls foul of the ruling of this Tribunal at the liability stage.
53. At paragraph 120 the Tribunal said this:
130/168 CARBP-414-18.odt ""......Neither, for that matter, does Clause 14 when referring to the Reserve Bank of India, say that permission of the Bank is a condition precedent to the entry into force of the agreement. On the contrary all that Clause 14 does is refer to the obligation of the parties to negotiate a change in the structure should the Reserve Bank of India not approve it, in itself a recognition that the structure established by the Agreement was binding. It was, after all, that Agreement which would be submitted to the Reserve Bank of India. The renegotiation of the structure must take place within the clearly defined parameters of Clause 14 itself. In the Tribunal's view it would be open to arbitrators, were there to be a dispute as to significant adverse effect, to resolve that by an award.""",,,,,,
,,,,"What the Tribunal has failed to consider is, in this particular case where the LOI refer to entering into separate Agreement for Lease never received approval from Reserve Bank of India, which IMAX and other Indian Parties had entered in to, had received its approval.

Unfortunately, the Arbitral Tribunal has rendered a finding the evidence of Chudasama going uncontrovered and this is clearly in the teeth of Browne (supra).",,,,,,
,,,,"It is noted that the scheme of de-merger has been sanctioned by the High Court and is already implemented. It is also evident that the Petitioner was well aware of the demerger scheme when it approached the Court in Ontario, Canada, for recognition of the foreign Award, but instead of raising a challenge to the demerger scheme, the Petitioner preferred to prosecute the proceedings in Canada and subsequently in New York and on failing in its attempts of recognizing and executing foreign award in New York, the Petitioner has approached this Court raising objection to the demerger scheme which was sanctioned by the competent Court in India.
",,,,,,
,,,,"128. I have perused the orders passed by the High Court of Judicature at Bombay, in the Company Petitions, where sanction was sought from the Court to the scheme of demerger under Section 391 to 394 of the Companies Act, 1956.

The Petitions filed by E-City Entertainment (I) Pvt. Ltd. placed before the Court alongwith the necessary statutory 132/168 CARBP-414-18.odt compliance and Affidavit filed by the Regional Director to that effect, was duly accepted by the court by recording an undertaking that the necessary compliances shall be carried out, and by further recording that there is no objection in sanctioning the scheme of demerger, the Petitions were made absolute, by directing the Company Petitioner to take appropriate steps by passing a special resolution as contemplated under Section 100 of the Companies Act and by declaring that the scheme of de-merger shall come into effect only upon such resolution being passed.

The first order dated 20/6/2007 deals with the first de- merger involving E-City Real Estate Pvt. Ltd., whereas, the second dealt with the E-City Project Construction Pvt. Ltd. In the Affidavit filed by Respondent No.1 to the Petition, the justification for the demerger is offered indicating the process that was followed in the following manner :

""I say that since the company had received an attractive investment proposal from a strategic financial investor who was willing to invest in company's properties namely Lucknow, Kanpur and Coimbatore which were compliant with the FDI norms. Therefore, it was decided to demerge the FDI compliant properties into a new company. I say that on August 31, 2006, Board of Directors of Respondent No. 2 approved the scheme of demerger. I say that on October 31, 2006, Board of Directors of Respondent No. 3 NOTARY approved the scheme of demerger.
With respect to paragraph 42, I say that on November 15, 2006 Respondent No. 1 filed a demerger petition before this Hon'ble Court. The ""effective date"" is only a nominal date on which the sanctions, approval or orders specified in Clause 20 of the Scheme are to be obtained. I say that the purpose of the demerger process was to hive off the real estate division of Respondent No. 1 to Respondent No. 2 in order to allow certain assets of Respondent No. 1 to be permitted to receive FDI, as permissible under the relevant Act of Government of India.""",,,,,,
,,,,"The order permitting the demerger has ensured the statutory compliance as stipulated under Section 391(2) of the Companies Act, 1956 viz. i)the latest financial position of the Company and ii) latest Auditors Report on the accounts of the Company. The form and contents of the balance-sheet and profit and loss are stipulated in Section 211 of the Companies Act read with Schedule VI and disclosures as required were made in the Note to Accounts which included the contingent liabilities and commitments. The mandatory disclosures required, form part of the Petition and the High Court ensured the compliance of the Rules while sanctioning the scheme of arrangement/demerger as prescribed under Rule 67-87 including Form No.'40' of the Companies (Court) Rules, 1959.",,,,,,
,,,,"146. The relevant excerpts of the Annual Report filed on behalf of the Petitioner for the fiscal year ending on 31/12/2006 had clearly recorded in relation to the same as below :-

""Item 3. Legal Proceedings.
......In January 2004, the Company and IMAX Theatre Services Ltd..... on February 1, 2006, the ICC issued an Award on liability finding unanimously in companies favour on all claims....... The ICC Panel has not yet rendered its decision with respect to damages and no amount has yet been recorded for these damages.""",,,,,,
,,,,130. The liability award dated 9/6/2006 in favour of IMAX has inter alia declared; (i) the Master Agreement dated 28/9/2000 give rise to legal binding obligation and (ii) E-City Entertainment (I) Pvt Ltd had breached its obligations under the Master Agreement.,,,,,,
,,,,"132. The declaration sought in the Arbitration Petition in favour of the petitioner to the effect that the three awards passed by the Arbitral Tribunal are enforceable under Part II of the Act of 1996, and the further direction to enforce and execute them as decree in favour of the petitioner and against all the respondents. Similarly, the relief of deposit of the decretal amounts is also sought against the Respondent Nos.1 to 4, but since Mr.Chinoy has offered a clarity that the petitioner seek recognition only against E-City Entertainment, but since it, with an intention to defeat the awards, it has divested its assets to Respondent Nos.2 and 3, they are impleaded in the proceedings.

139/168 CARBP-414-18.odt It is, therefore, clear from the submission of Mr.Chinoy that the Petitioner do not seek recognition or enforcement against Respondent Nos.2 and 3, and dealing with the preliminary objection raised on behalf of Mr.Seervai, representing Respondent Nos.2 and 3, that these entities have no role to play in the whole episode, Mr.Chinoy has invoked the law laid down by this Court in Bhatia Industries (supra) which has categorically ruled on the doctrine of Piercing Corporate Veil in the execution proceedings which is not restricted only to the cases of holding subsidiary companies or case of tax evasion, but is equally applicable in execution proceedings.",,,,,,
,,,,"135. To appreciate whether this Court would be justified in piercing the corporate veil as sought by the Petitioner, I must focus on the scheme of Part II of the Act of 1996, which looked at holistically, demonstrates that Foreign Awards are only held to be binding between the parties to the arbitration proceedings.",,,,,,
,,,,"136. Section 48 of the Act of 1996 which set out the conditions for enforcement of foreign awards, also specifically refer to the 'party against whom it is invoked', and even sub- clause (b) of sub-section (1) thereof also refer to the same terminology.

A reading of the Chapter I in Part II of the Act of 1996, lead to a position that Section 44, which has used the expression ""persons"", which necessarily stipulate that the 142/168 CARBP-414-18.odt legal relationship between the parties need not be a contractual one. Further, the power to be exercised under section 45, to refer the parties to arbitration, permit its exercise at the request of one of the parties. Moreso, Section 45 which is the power of judicial authority to refer the parties to arbitration, has used the phrase "".... parties or any person claiming through or under him, ......""

128. Section 49 casts an obligation upon the Court to satisfy itself that the foreign award in consideration before it is enforceable under Chapter II. This would necessarily mean that the Court would have to satisfy itself that the exceptions to enforcement as set out in Section 48(1) of the Arbitration Act are not attracted, since then the Court is bound to refuse enforcement.

It is important to highlight that the scheme of the Arbitration Act as contained in Part II has a categoric distinction in language with regard to provisions that come into play at the pre-arbitration stage when compared to the provisions that are attracted only at the post-award stage.

Whilst Section 44 contemplates arbitration proceedings between persons having a legal relationship that may or may not be contractual, Section 45 contemplates invocation of arbitration not only by a party to the agreement also by parties that claim through or under a party to the agreement.

In contrast, the post-award provisions such as Sections 46 and 48 read with Section 49 specifically deploy restrictive language that reflects the fact that an award, once made, is only binding on those persons who were parties to the arbitration proceedings.

143/168 CARBP-414-18.odt Another clear indicator of the legislative intent to recognize foreign awards as binding only between the parties between whom it was made comes to light when comparing the language of Section 46 (under Part II) and Section 35 (under Part I) of the Arbitration Act. Whilst the finality ascribed to foreign awards under Section 46 is only between the parties to the arbitration proceedings, the finality ascribed to awards under Part I is significantly wider where awards under Part I are held to be final and binding on not only the parties to the arbitration proceedings but also as between the persons claiming under them.",,,,,,
,,,,"137. Mr.Seervai as well as Mr.Jagtiani have heavily relied upon the decision in case of Gemini Bay Transcription Private Limited (supra) where the detail analysis of the relevant provisions of Part II of the Act is undertaken by the Apex Court, in the backdrop of the issue of enforceability of foreign award against the parties who though non signatories to the to the Arbitration Agreement were parties to the Arbitration Proceedings.

The decision has brought about the interplay between distinct provisions in Part II of the Act of 1996 with extreme precision and lucidity and I must reproduce the thrust of the said decision :-

""43. Given the parameters, let us examine arguments of the appellants insofar as Section 48(1)(a) is concerned. If read literally, Section 48(1)(a) speaks only of parties to the agreement being under some incapacity, or the agreement being invalid under the law to which parties have subjected it. There can be no doubt that a non-party to the agreement, alleging that it cannot be bound by an award made under such agreement, is outside the literal construction of Section 48(1)(a). Also, it must not be forgotten that whereas Section 44 speaks of an arbitral award on differences 144/168 CARBP-414-18.odt between ""persons"" Section 48(1)(a) refers only to the ""parties"" to the agreement referred to in Section 44(a). Thus, to include non- parties to the agreement by introducing the word ""person"" would run contrary to the express language of Section 48(1)(a), when read with Section 44. Also, it must not be forgotten that these grounds cannot be expansively interpreted as has been held above. The grounds are in themselves specific, and only speak of incapacity of parties and the agreement being invalid under the law to which the parties have subjected it. To attempt to bring non- parties within this ground is to try and fit a square peg in a round hole.""",,,,,,
,,,,"138. Reliance is placed by Mr.Chinoy upon the decision of learned Single Judge in Mitsui OSK Lines Limited (Japan) (supra), which is distinguished by Mr.Seksaria, where an execution application seeking execution of a foreign award was sought to be amended in order to implead third parties to the execution proceedings despite them not being parties to the arbitration proceedings. The basis to implead third-parties in this case was that monies had purportedly been siphoned off from award-debtor's account in favor of these third parties who were said to be related entities. In addition, reliance was also placed on the state of affairs between the third-parties and the award-debtor as reflected from the books of account which, according to the award-creditor, demonstrated that the companies' affairs were inextricably linked to one another and they operated in similar businesses. However, the Court was pleased to dismiss the chamber summons after observing as under:-

""69. The Chamber Summons appears on the face of it to be an attempt on the part of the Award Holder to trace monies in the hands of the Additional Respondents, particularly, since the Additional Respondents were not parties to the arbitration proceedings and/or the Foreign Award. Such personal liability sought to be imposed upon the Additional Respondents can only be determined in a substantial suit being filed by the Award Holder against the Additional Respondents. By allowing the Award Holder 145/168 CARBP-414-18.odt to execute the Foreign Award against the Additional Respondents by making them personally liable, the Executing Court would indeed be proceeding behind and/or beyond the decree.
71. Considering that this is a Foreign Award of which the execution has been sought by the Award Holder, it would be necessary to consider the relevant provision of the Arbitration and Conciliation Act, 1996 viz. Section 48 thereof. Section 48 of the said Act reads thus :-
.......
72. It is clear from this provision that the party against whom the Foreign Award is to be enforced, is required to be given an opportunity as to why the Foreign Award should not be enforced against it. The provision also contemplates a case where the enforcement of the Foreign Award may be refused by the Court and which includes where the subject matter of the difference is not capable of settlement by arbitration under the law of India or the enforcement of the Award is contrary to the public policy of India.
The Additional Respondents not being parties to the foreign arbitration proceedings and/or the Foreign Award, the Chamber Summons appears to evade this provision. The Additional Respondents have not been given an opportunity to show cause as to why the Foreign Award should not be enforced against them, as they were not parties as envisaged under Section 48 of the said Act. The Foreign Award was enforceable only against the Judgment Debtor who was the party to the arbitration agreement and against whom the Foreign Award was passed. The Foreign Award cannot be enforced against the Additional Respondents who are neither parties to the arbitration agreement nor to the Award.

73. Various allegations of fraud have been averred in the Chamber Summons which are nothing but bare assertions, allegations, surmises and conjectures and hence, it would not be necessary for this Court to go into the same, without the same being established. These allegations have been made in support of the Applicant's contention that the Corporate Veil is required to be lifted to execute the Foreign Award against the Additional Respondents albeit they are not parties to the Foreign Award and/or the Foreign Award not having been passed against them. Since various submissions have been made with regard to lifting of the Corporate Veil, it would be necessary to deal with these submissions in order to consider whether the Executing Court can at all lift the Corporate Veil by making parties personally liable to satisfy the decree in execution, when the decree/Foreign Award (in the present case) was not passed against them.""
",,,,,,
,,,,"139. The decision in Mitsui (supra) has distinguished the earlier decision of this Court in Bhatia Industries in the following words :-

146/168 CARBP-414-18.odt ""74. The Award Holder has not been able to produce a Single judgment where, as in the present case, the Additional Respondents are to be made personally liable to satisfy the decree passed against the Respondent/Judgment Debtor. In fact, the judgment relied upon by the Award Holder viz. Bhatia Industries And Infrastructure Ltd. (supra) is entirely distinguishable on facts as in that case, the attachment was alleged to be made in respect of coal which belonged to BIIL and not the Judgment Debtor (BIL). It was when the said BIIL sought to vacate the attachment, the Division Bench of this Court concluded that both BIL and BIIL are in fact, one and the same and therefore, the attachment was in effect of the properties of BIL. the Judgment Debtor. In fact, it appears from the decision of the Single Judge in case of Bhatia Industries And Infrastructure Ltd. (supra) that, the claim made by the BIIL that the coal belonging to it, could not be attached as BIIL is not the Judgment Debtor was held to be false and a finding was arrived at that the coal in fact belonging to BIL who was the Judgment Debtor. In the present case the Award Holder is not going against the Associate Companies who are the Additional Respondent Nos. 1 to 4 in respect of particular assets claiming that they belong to the Judgment Debtor, but is in fact, making the Additional Respondents personally liable in respect of the Foreign Award passed against the Judgment Debtor. Hence, the judgment in Bhatia Industries And Infrastructure Ltd. (supra) will have no application in the facts and circumstances of the present case. In any event, the Supreme Court in case of Bhatia Industries And Infrastructure Ltd. (supra) has kept the question of law open. Considering that the ratio decidendi arrived at in the case of Bhatia Industries And Infrastructure Ltd. (supra) does not apply to the present case, the precedent relied upon by the Award Holder cannot apply in the facts and circumstances of the present case.""
",,,,,,
,,,,"140. The ruling in Bhatia Industries (supra) as regards the permissibility of piercing the corporate veil which has relied upon the decision of Delhi High Court in Formosa Plastic Corporation Ltd. vs. Ashok Chauhan43, in my considered opinion would not govern the present case as the doctrine of ""alter ego"" and the piercing of corporate veil has been exhaustively deliberated upon by the Apex Court in case of Gemini Bay Transcription Private Limited (supra).

Bhatia Industries (supra) was a case dealing with execution of foreign award and the issue relating to piercing of 43 1999(1) AD (Delhi) 392 147/168 CARBP-414-18.odt the corporate veil arose at the stage of issuance of precepts under Section 46 of the Code of Civil Procedure and the Court was not called upon to consider the enforceability of the Award and, therefore, the entire scheme of Part II including Section 48 which prescribe that foreign awards can only be enforced against parties to the arbitration, was not considered by the learned Single Judge in Bhatia Industries (supra).

The decision in Bhatia Industries (supra) was subjected to challenge by way of SLP (c) No. 31066/2016 and by order dated 07.11.2016 the Supreme Court dismissed the SLP by offering a clarification that the question of law set out therein was kept open.",,,,,,
,,,,"141. In Mitsui (supra) Justice Chagla had an opportunity to deal with the principle of piercing the corporate veil at the stage of execution, in order to proceed against third parties and he distinguished the position in Bhatia Industries ( supra) with the following observations :

""82. It is thus clear that the context of that decision was in respect of the statute which itself required the Corporate Veil to be lifted. The principles have been set out in above paragraph for lifting of the Corporate Veil, which would arise where statute lifts the Corporate Veil or where protection of public interest is of paramount importance or where company has been formed to evade obligations imposed by the law, then the Court will disregard the Corporate Veil. The Judgment Creditor in the present case has not satisfied any of these principles and accordingly, the lifting of the Corporate Veil is not at all justified in the facts and circumstances of the present case. This finding is without prejudice to the earlier finding that in the present case the lifting of the Corporate Veil cannot at all arise as the Additional Respondents are neither the parties to the Foreign Arbitration Agreement nor parties to the Foreign Award and as such cannot be proceeded against in execution of the Foreign Award. Further, the Additional Respondents are neither legal representatives nor representatives of the Judgment Debtor within the meaning of the provisions of the CPC which is a complete code in itself.""",,,,,,
,,,,"142. With reference              to the law that has evolved from the
Gemini Bay Transcription Private Limited (supra) as well as decision of the learned Single Judge in Mitsui (supra), it can be gainfully inferred that on plain reading of Section 44 to 48 of the Act of 1996, persons other than parties to the commercial relationship cannot be arraigned in enforcement/execution proceedings and it is claimed that IMAX did not implead the Respondents in the arbitral proceedings at the relevant time, as a consequence they were never afforded an opportunity to participate in the proceedings and now to foist the liability under the Arbitral Awards on them,at the stage of execution/enforcement, would amount to gross failure of natural justice and is also a facet to be construed as in violation of fundamental policy of the Indian Law.
It is only a party to the Award which can raise an objection to it under Section 48(1) and in Gemini Bay Transcription Private Limited (supra) the Supreme Court has clearly interpreted that Section 48(1)(a) speaks only of parties to the Agreement deemed under some capacity, or the Agreement being invalid under the law to which the Parties have subjected it and definitely the non-party to the Agreement is outside its purview. The Apex Court had also distinguished the English case in Dallah Real Estate & Tourism Holding Co. vs. Ministry of Religious Affairs44, by recording a specific finding that :-
"" Given the conclusion on Section 48 (1)(a) when read with Section 44 of the Arbitration Act, we cannot follow what is stated to be ""International practice"" and trying to fit a non-signatory's objection to a foreign award being binding upon it under Section 48(1)(a). We therefore distinguish Dallah case (Dallah Real Estate & Tourism 44(2011) 1 AC 763 149/168 CARBP-414-18.odt Holding Co. v. Ministry of Religious Affairs of the Govt. of Pakistan, (201) 1 AC 763: (2010) 3 WLR 1472) on facts as well as on law - a non-signatory's oibjection cannot possibly fit into Section 48(1) (a) as has been held by us hereinabove. Without delving deep into this problem, it may perhaps be open in an appropriate case for a non-
signatory to bring its case within Section 48(2) read with Explanation 1 (iii) as explained in Sangyong.""",,,,,,
